100000 100000
414 366 653228
415 220 821502
416 70 225805
417 257 387361
418 230 884769
419 125 719882
420 245 313143
421 175 394347
422 356 638674
423 13 201944
424 307 114478
425 47 523144
426 23 969981
427 291 944861
428 409 959757
429 192 771795
430 354 809479
431 216 808850
432 332 542480
433 290 502281
434 22 679400
435 124 444281
436 300 505089
437 160 977722
438 156 201684
439 411 960467
440 55 6967
441 330 542110
442 77 975564
443 34 395745
444 83 406198
445 3 64656
446 96 793539
447 390 250959
448 184 102419
449 280 279618
450 115 491753
451 98 323417
452 245 78877
453 30 656955
454 365 997154
455 115 145777
456 347 133734
457 110 13771
458 391 207560
459 189 560969
460 138 609757
461 97 829432
462 298 531834
463 283 255665
464 32 349982
465 2 965126
466 314 291883
467 16 354927
468 263 106031
469 205 684023
470 9 178357
471 319 623656
472 115 34037
473 402 937738
474 460 563292
475 139 888056
476 200 640683
477 19 92695
478 16 830581
479 451 839471
480 421 916344
481 117 538648
482 218 609490
483 292 95337
484 182 454510
485 284 335056
486 171 641862
487 261 944955
488 133 112488
489 324 950197
490 174 897750
491 192 881531
492 335 72091
493 29 743651
494 136 355287
495 254 599585
496 262 904070
497 472 996207
498 207 64509
499 122 261783
500 437 903607
501 339 151883
502 225 71901
503 483 737718
504 411 12232
505 410 409223
506 399 42518
507 61 481117
508 230 297681
509 488 49982
510 247 324241
511 198 957300
512 398 336853
513 355 774572
514 120 561402
515 99 436730
516 220 149545
517 216 526827
518 508 718152
519 286 438537
520 241 468810
521 320 673069
522 199 654864
523 403 174990
524 409 895304
525 311 121863
526 444 423593
527 15 964205
528 221 32669
529 105 161806
530 227 807835
531 127 91781
532 221 219851
533 99 695175
534 320 915855
535 98 217441
536 211 497823
537 381 445046
538 162 561046
539 53 105230
540 536 877709
541 525 192245
542 510 822607
543 205 61746
544 443 927929
545 63 998400
546 365 371141
547 314 725845
548 545 741490
549 372 561697
550 298 587435
551 287 74711
552 114 669646
553 68 754294
554 43 656142
555 178 203391
556 131 119320
557 247 835151
558 85 68436
559 118 829904
560 294 669502
561 543 764831
562 64 434834
563 443 147985
564 524 944398
565 425 866371
566 504 488818
567 229 649792
568 405 460837
569 62 421857
570 68 779961
571 157 167180
572 68 20882
573 79 357557
574 320 931930
575 258 118384
576 109 532114
577 526 158426
578 235 406593
579 446 175973
580 527 16091
581 383 915526
582 114 499776
583 151 696074
584 576 485754
585 138 593941
586 486 743176
587 209 197697
588 478 796155
589 553 886077
590 547 775416
591 143 845867
592 12 920378
593 228 790827
594 180 827054
595 546 710664
596 566 525494
597 573 380755
598 110 224209
599 10 18584
600 429 194757
601 125 492028
602 50 406349
603 131 734693
604 127 277681
605 529 446938
606 152 174285
607 507 876977
608 105 329800
609 444 454336
610 243 667307
611 409 32700
612 139 823891
613 266 250773
614 87 522985
615 280 758062
616 581 398232
617 129 688377
618 381 488869
619 3 523434
620 455 76541
621 592 335998
622 276 779528
623 488 378192
624 587 913481
625 479 782532
626 264 513878
627 317 806291
628 408 777741
629 223 902219
630 95 359122
631 42 534818
632 341 459425
633 50 594637
634 466 162614
635 141 231194
636 166 88442
637 351 522683
638 311 812869
639 68 493647
640 413 766105
641 530 339840
642 56 640465
643 80 134101
644 198 235896
645 436 235281
646 49 212951
647 270 385074
648 392 509643
649 15 137020
650 6 97781
651 63 460466
652 598 451756
653 448 570542
654 230 916726
655 342 990972
656 290 856718
657 587 479163
658 43 509644
659 265 431738
660 588 165934
661 578 856908
662 239 953468
663 347 567611
664 248 738043
665 38 168070
666 553 589195
667 627 538396
668 60 128034
669 405 305573
670 368 689477
671 386 727588
672 588 660059
673 606 559727
674 42 336365
675 90 431593
676 248 174833
677 212 397534
678 316 563184
679 603 107762
680 122 702478
681 391 653401
682 81 904365
683 317 848973
684 285 333437
685 273 593509
686 345 145
687 658 601810
688 476 560550
689 480 346256
690 245 669351
691 10 915563
692 460 99051
693 585 488835
694 77 827297
695 452 996165
696 554 388778
697 141 337798
698 260 874065
699 322 358244
700 626 374019
701 652 746766
702 602 305551
703 116 550717
704 111 26463
705 268 279365
706 481 707524
707 184 572701
708 317 57080
709 183 501512
710 591 174483
711 296 930501
712 119 147241
713 154 372754
714 426 971420
715 369 261510
716 398 199100
717 324 719600
718 489 389555
719 264 887102
720 709 683639
721 98 144534
722 408 394097
723 364 230440
724 208 778769
725 671 851903
726 153 229627
727 420 32862
728 79 50701
729 455 430875
730 210 652963
731 225 400261
732 117 217012
733 732 873064
734 58 906527
735 265 538934
736 268 959334
737 588 14031
738 316 400701
739 688 837310
740 704 492773
741 693 165423
742 524 987968
743 441 615617
744 640 636603
745 251 93492
746 563 738875
747 488 174331
748 303 129964
749 726 78803
750 652 840262
751 737 175711
752 620 301204
753 142 669378
754 152 466915
755 29 914077
756 262 195899
757 43 682085
758 696 794135
759 39 738886
760 610 344192
761 609 753007
762 173 842480
763 323 555304
764 48 7435
765 10 41637
766 746 768194
767 107 647291
768 687 923440
769 700 287653
770 382 823355
771 111 350041
772 7 313931
773 30 235823
774 35 329826
775 702 571507
776 67 323436
777 249 273435
778 323 768201
779 640 171062
780 184 495547
781 678 623331
782 5 430044
783 69 333137
784 248 103641
785 229 260190
786 617 855221
787 714 978951
788 218 642355
789 469 793569
790 79 705832
791 437 678901
792 731 205939
793 351 227886
794 734 813776
795 163 266126
796 703 127996
797 588 89415
798 10 192780
799 463 944226
800 439 76044
801 415 256118
802 86 330997
803 367 133119
804 328 482545
805 667 978235
806 522 324465
807 326 250347
808 271 642174
809 56 537246
810 475 909882
811 473 797976
812 32 241882
813 398 628620
814 749 826292
815 439 763785
816 567 293612
817 638 866303
818 506 287674
819 385 630662
820 813 475164
821 669 474947
822 560 298736
823 59 362735
824 12 719877
825 748 429562
826 8 736054
827 477 183987
828 349 631278
829 570 445299
830 725 418154
831 485 392608
832 54 778041
833 414 369076
834 821 291035
835 634 352284
836 553 641338
837 542 82177
838 126 585227
839 299 913685
840 777 861242
841 559 451212
842 776 603487
843 422 124285
844 232 480507
845 176 208686
846 271 811370
847 791 643129
848 134 892907
849 141 171476
850 244 44646
851 211 982842
852 261 383693
853 130 658759
854 806 26281
855 99 790373
856 414 432041
857 48 33873
858 680 393134
859 137 786644
860 91 244092
861 201 288652
862 291 629325
863 419 161223
864 38 976689
865 250 738875
866 854 889161
867 364 223668
868 634 303086
869 862 758123
870 256 971220
871 165 765943
872 149 306430
873 215 471492
874 810 474324
875 599 89555
876 540 769815
877 314 806580
878 684 342690
879 849 954074
880 510 816852
881 388 857063
882 871 931016
883 588 495216
884 633 479507
885 6 596170
886 554 318184
887 260 886691
888 582 161927
889 94 840528
890 405 132668
891 592 387368
892 229 340992
893 628 850676
894 581 161750
895 545 3059
896 686 14049
897 281 200965
898 287 457203
899 114 179164
900 748 949518
901 633 420139
902 136 137444
903 875 408666
904 625 697714
905 538 968323
906 738 695627
907 81 281918
908 94 549638
909 754 236651
910 99 453694
911 579 722691
912 605 616181
913 183 412805
914 476 619835
915 636 42796
916 719 400004
917 354 869756
918 199 318819
919 630 385873
920 634 43967
921 108 879617
922 416 226238
923 122 808915
924 904 326831
925 109 36317
926 450 801625
927 447 764618
928 752 682662
929 399 523892
930 852 802094
931 529 904551
932 296 578676
933 338 772249
934 249 85431
935 521 946730
936 879 545020
937 50 901694
938 611 20583
939 706 579835
940 514 756172
941 931 644290
942 373 891510
943 417 8304
944 875 619033
945 83 425722
946 797 647937
947 12 655928
948 834 137281
949 784 640458
950 553 102648
951 237 868460
952 520 929884
953 425 935276
954 870 997112
955 375 814232
956 285 163965
957 653 343782
958 7 900131
959 424 662348
960 198 916984
961 389 456642
962 73 934692
963 843 307885
964 301 57096
965 174 811036
966 510 51881
967 573 356466
968 678 482352
969 918 964934
970 89 839556
971 197 265450
972 112 270389
973 671 91698
974 780 510372
975 593 722387
976 556 358466
977 148 508628
978 593 324300
979 342 397833
980 787 797557
981 868 90193
982 686 921067
983 191 863905
984 443 254752
985 510 399232
986 484 640707
987 939 130530
988 487 306616
989 231 114318
990 139 8976
991 36 760694
992 456 564787
993 969 693301
994 349 634888
995 488 819536
996 915 816353
997 889 314585
998 380 872739
999 695 657188
1000 546 523679
1001 420 254500
1002 885 237452
1003 621 591831
1004 386 639960
1005 901 393758
1006 495 91908
1007 391 532727
1008 663 456476
1009 555 578484
1010 662 833512
1011 820 40159
1012 19 824100
1013 728 419987
1014 961 49584
1015 591 857031
1016 724 649946
1017 562 253998
1018 176 45614
1019 365 464168
1020 664 101033
1021 725 367211
1022 335 12375
1023 555 882338
1024 721 642316
1025 22 76565
1026 754 375193
1027 709 158395
1028 220 987818
1029 634 928833
1030 1012 655556
1031 385 127015
1032 757 446448
1033 549 709249
1034 821 775897
1035 222 210338
1036 754 31340
1037 628 586220
1038 217 477485
1039 988 545268
1040 151 445731
1041 184 144682
1042 632 771259
1043 461 52918
1044 481 397810
1045 226 312829
1046 682 800316
1047 14 391569
1048 467 369912
1049 377 771527
1050 168 790585
1051 764 539088
1052 1035 559412
1053 47 414694
1054 708 626568
1055 98 189399
1056 40 614497
1057 704 925924
1058 934 153508
1059 69 661183
1060 734 993294
1061 563 637385
1062 982 962910
1063 815 73075
1064 499 162474
1065 178 994980
1066 328 826465
1067 537 807685
1068 454 208430
1069 1019 939123
1070 311 215044
1071 1053 939999
1072 614 978953
1073 290 731647
1074 819 877467
1075 1037 716481
1076 562 915895
1077 429 697073
1078 399 899170
1079 15 727977
1080 794 131100
1081 349 531052
1082 647 806079
1083 312 343440
1084 762 593818
1085 119 365857
1086 616 443787
1087 107 154753
1088 1051 204480
1089 895 587903
1090 850 311931
1091 475 985410
1092 219 174599
1093 446 622981
1094 551 968980
1095 418 651762
1096 765 622970
1097 901 573996
1098 813 554253
1099 1041 959908
1100 310 232701
1101 564 473283
1102 532 147970
1103 391 131930
1104 225 547137
1105 536 467099
1106 972 540566
1107 1014 603243
1108 872 167693
1109 248 337988
1110 324 609885
1111 522 269455
1112 560 205266
1113 570 661901
1114 1038 277237
1115 292 940292
1116 437 463923
1117 338 702776
1118 188 74312
1119 850 513397
1120 1079 587241
1121 495 480514
1122 913 465706
1123 1050 875675
1124 173 342683
1125 478 802773
1126 442 719763
1127 132 185420
1128 1127 915677
1129 217 717250
1130 490 985480
1131 333 735554
1132 622 103818
1133 1073 93998
1134 835 305738
1135 256 799576
1136 134 104240
1137 489 537137
1138 896 912901
1139 889 236046
1140 40 142824
1141 539 208150
1142 922 627398
1143 629 820319
1144 371 273593
1145 912 252339
1146 83 227813
1147 796 741179
1148 322 942572
1149 448 26111
1150 908 958922
1151 38 657640
1152 967 654831
1153 472 665810
1154 231 123938
1155 275 823313
1156 608 973377
1157 462 162051
1158 1106 941383
1159 649 143848
1160 437 68993
1161 338 506751
1162 681 416781
1163 907 144786
1164 576 599457
1165 328 640365
1166 200 29286
1167 446 654242
1168 581 9131
1169 179 768198
1170 809 254610
1171 280 916181
1172 768 139324
1173 1059 345112
1174 463 609656
1175 1115 328384
1176 223 917848
1177 503 491804
1178 833 599415
1179 1093 726683
1180 122 840189
1181 1180 273600
1182 1070 697755
1183 800 586293
1184 578 796948
1185 794 839953
1186 439 462351
1187 353 312247
1188 85 383420
1189 1118 715083
1190 964 662668
1191 309 188074
1192 777 911305
1193 973 947846
1194 1146 349169
1195 440 709590
1196 787 74279
1197 77 575182
1198 414 943734
1199 450 995271
1200 578 515963
1201 1175 308590
1202 991 140412
1203 1130 612691
1204 1141 794545
1205 706 549609
1206 147 403944
1207 602 70430
1208 377 450262
1209 459 825966
1210 1180 725507
1211 715 988787
1212 487 35096
1213 380 604522
1214 454 241794
1215 832 752214
1216 293 951367
1217 452 768773
1218 745 714343
1219 286 648312
1220 259 225589
1221 700 482451
1222 620 451953
1223 273 944779
1224 859 87507
1225 616 217995
1226 363 822651
1227 723 129150
1228 1136 803453
1229 567 869278
1230 1031 849815
1231 1042 835705
1232 646 198647
1233 718 925662
1234 828 502293
1235 1025 938228
1236 408 771892
1237 559 873764
1238 341 489911
1239 954 642409
1240 665 621989
1241 243 906782
1242 187 583536
1243 851 335088
1244 398 802305
1245 902 948585
1246 244 342209
1247 333 486003
1248 1015 421470
1249 624 486547
1250 520 985636
1251 1127 684346
1252 713 394509
1253 477 14074
1254 373 409354
1255 130 494539
1256 1038 33237
1257 136 992333
1258 1069 469954
1259 577 520111
1260 943 48138
1261 1055 440729
1262 1213 769335
1263 886 963904
1264 788 854747
1265 1170 147270
1266 878 424280
1267 866 630613
1268 967 906076
1269 319 219558
1270 780 301168
1271 607 346772
1272 691 631768
1273 264 467527
1274 173 182876
1275 1047 373980
1276 465 489035
1277 1188 654062
1278 1014 774143
1279 17 481878
1280 94 101119
1281 27 985624
1282 718 460762
1283 958 376890
1284 666 260922
1285 991 682267
1286 1217 826895
1287 838 929197
1288 1236 400845
1289 1244 560384
1290 824 417064
1291 1285 847437
1292 397 298126
1293 131 680820
1294 382 152167
1295 379 701158
1296 297 791843
1297 1069 811387
1298 579 819368
1299 24 135794
1300 632 301074
1301 412 675083
1302 952 396153
1303 969 586631
1304 1088 33706
1305 550 413421
1306 1047 630432
1307 1090 389572
1308 1104 795060
1309 563 825
1310 440 749439
1311 854 233215
1312 165 421466
1313 889 342941
1314 899 749228
1315 890 837475
1316 688 329497
1317 1081 694621
1318 1159 149539
1319 535 38998
1320 963 460968
1321 490 666718
1322 1063 262331
1323 839 536308
1324 847 643031
1325 120 37320
1326 471 788170
1327 574 482805
1328 1178 347838
1329 482 966820
1330 1230 820831
1331 86 180069
1332 461 349554
1333 1034 392328
1334 109 188644
1335 587 198689
1336 1059 432799
1337 910 773714
1338 418 438046
1339 673 785223
1340 1006 879857
1341 1222 506248
1342 436 125779
1343 826 394012
1344 628 847501
1345 1280 87032
1346 239 197829
1347 1194 851363
1348 1268 658141
1349 910 46475
1350 218 707719
1351 665 12748
1352 859 626920
1353 1325 351997
1354 2 129186
1355 469 178744
1356 217 476112
1357 987 677067
1358 359 706746
1359 926 75505
1360 509 948261
1361 8 255282
1362 995 945988
1363 78 209824
1364 180 383037
1365 934 967264
1366 547 534164
1367 1309 747623
1368 145 799176
1369 180 742399
1370 318 753190
1371 232 453754
1372 92 638836
1373 200 347543
1374 960 234601
1375 584 932531
1376 612 618287
1377 484 845303
1378 193 327159
1379 948 201106
1380 530 344127
1381 809 317302
1382 543 181084
1383 587 555724
1384 172 197248
1385 1018 424971
1386 269 735615
1387 990 212442
1388 262 42247
1389 89 236382
1390 1218 499384
1391 595 976060
1392 1237 389428
1393 82 198296
1394 647 909191
1395 695 943134
1396 52 84121
1397 535 131606
1398 1148 874415
1399 1371 278166
1400 1229 501802
1401 1336 54803
1402 734 614563
1403 76 644569
1404 327 827228
1405 543 933656
1406 978 82567
1407 1285 476985
1408 758 247429
1409 1360 221284
1410 1404 591032
1411 887 926288
1412 701 457556
1413 1117 973060
1414 356 777926
1415 931 436336
1416 34 470713
1417 458 549847
1418 736 274733
1419 25 742084
1420 358 624421
1421 1031 461275
1422 928 101805
1423 721 211685
1424 481 646242
1425 72 538556
1426 250 113737
1427 447 945129
1428 914 555439
1429 980 935965
1430 500 685764
1431 660 129443
1432 293 379789
1433 953 758103
1434 623 422759
1435 1146 789186
1436 545 208628
1437 860 270518
1438 854 221423
1439 784 692369
1440 226 915170
1441 876 137641
1442 562 244822
1443 909 116549
1444 672 33660
1445 1189 649976
1446 550 424813
1447 1258 908603
1448 1276 7762
1449 1185 975474
1450 92 683242
1451 511 477699
1452 480 47823
1453 377 718652
1454 1018 746770
1455 62 169612
1456 1044 190999
1457 900 690844
1458 616 422724
1459 572 752432
1460 706 376257
1461 379 208510
1462 1034 730880
1463 1316 122021
1464 1194 816520
1465 1383 201864
1466 956 411209
1467 937 907981
1468 436 460483
1469 844 244627
1470 432 586708
1471 739 869191
1472 904 237842
1473 1442 246230
1474 1413 400130
1475 827 633300
1476 786 433771
1477 29 93806
1478 1273 991624
1479 1338 935994
1480 612 862376
1481 497 824255
1482 416 333771
1483 1121 732615
1484 376 907923
1485 498 517857
1486 350 907832
1487 11 788687
1488 1366 979784
1489 1316 806238
1490 768 549928
1491 570 672650
1492 1132 314050
1493 1483 697403
1494 410 14985
1495 1150 630168
1496 210 287605
1497 103 150944
1498 1248 219361
1499 495 448332
1500 929 893504
1501 688 138264
1502 242 869586
1503 959 947007
1504 104 478218
1505 253 261986
1506 483 225486
1507 1033 560899
1508 1251 217442
1509 1394 877912
1510 410 408049
1511 452 109785
1512 1160 995206
1513 169 349732
1514 731 176991
1515 1409 858201
1516 574 280602
1517 924 388180
1518 1001 439766
1519 1042 32259
1520 1144 604782
1521 84 495185
1522 981 745231
1523 629 918858
1524 1271 314384
1525 433 711449
1526 1158 821200
1527 1077 934437
1528 803 114665
1529 984 63675
1530 448 114934
1531 345 394852
1532 1464 434690
1533 235 94777
1534 1257 118217
1535 514 341495
1536 1340 453983
1537 1479 102321
1538 13 409113
1539 80 678236
1540 531 334298
1541 416 962281
1542 1342 243621
1543 1057 4606
1544 1473 729941
1545 1216 682644
1546 1379 506506
1547 1535 273113
1548 361 376878
1549 1253 848355
1550 1548 11276
1551 1549 767147
1552 346 26527
1553 1307 180823
1554 942 406996
1555 1133 191839
1556 254 281446
1557 463 413143
1558 564 83540
1559 362 916055
1560 1001 2380
1561 650 174705
1562 1204 708896
1563 1465 966432
1564 628 332058
1565 238 613570
1566 1230 4634
1567 131 841295
1568 1312 766535
1569 1062 499503
1570 1075 430232
1571 1531 431176
1572 1201 361812
1573 282 269447
1574 658 778417
1575 375 291534
1576 998 816902
1577 822 806033
1578 1118 946759
1579 1216 644274
1580 241 103602
1581 895 171204
1582 126 671263
1583 545 688451
1584 464 67320
1585 865 127680
1586 166 911997
1587 31 725579
1588 1319 435876
1589 625 268214
1590 111 696877
1591 747 27792
1592 846 58689
1593 1352 72279
1594 1042 638991
1595 202 316966
1596 164 7098
1597 209 399883
1598 1512 17019
1599 1103 632510
1600 1339 825341
1601 1341 614592
1602 655 868099
1603 405 43849
1604 78 851547
1605 1030 550969
1606 926 904513
1607 1152 94905
1608 1213 445287
1609 63 484999
1610 1040 400086
1611 974 859573
1612 570 806484
1613 107 601896
1614 109 896843
1615 969 940544
1616 720 543649
1617 656 492224
1618 1396 928010
1619 36 232072
1620 91 880837
1621 780 360683
1622 651 361800
1623 98 264901
1624 1449 139122
1625 1467 924067
1626 833 551862
1627 504 979095
1628 400 592150
1629 1358 214552
1630 870 848098
1631 907 243879
1632 1191 742934
1633 1126 836196
1634 1594 304877
1635 489 483203
1636 1039 851306
1637 745 487414
1638 352 815824
1639 1571 52895
1640 757 18565
1641 1593 526857
1642 1498 793304
1643 459 961476
1644 780 603292
1645 911 390798
1646 674 847473
1647 352 875838
1648 1553 887130
1649 1345 777701
1650 472 780299
1651 755 377719
1652 312 621140
1653 937 393765
1654 1436 650151
1655 49 424612
1656 775 456323
1657 396 271845
1658 637 457418
1659 802 151432
1660 785 925698
1661 841 28449
1662 190 693256
1663 40 396281
1664 1200 132670
1665 1373 288743
1666 760 467588
1667 755 93628
1668 366 564297
1669 1112 558393
1670 777 966754
1671 1337 915866
1672 1042 967176
1673 190 189054
1674 298 421030
1675 1591 518006
1676 1129 431769
1677 315 152601
1678 1180 483444
1679 529 738113
1680 1077 239214
1681 615 561785
1682 1222 209668
1683 1000 311879
1684 407 659155
1685 735 21115
1686 413 885979
1687 750 565336
1688 1396 641041
1689 773 794100
1690 674 127578
1691 1575 441501
1692 264 374911
1693 1381 717074
1694 495 142982
1695 331 507172
1696 600 482041
1697 732 605347
1698 1412 757072
1699 483 498376
1700 1173 303847
1701 1242 558486
1702 1457 489173
1703 1575 75684
1704 339 394561
1705 1111 224987
1706 1355 698239
1707 669 114188
1708 437 776939
1709 689 964208
1710 619 802799
1711 99 334818
1712 467 56686
1713 468 9251
1714 346 373740
1715 908 746335
1716 322 59819
1717 48 900116
1718 338 944992
1719 1259 711908
1720 446 361933
1721 1286 410746
1722 1069 636084
1723 1683 166024
1724 1060 872545
1725 883 365646
1726 821 117961
1727 135 992887
1728 368 156979
1729 1305 21107
1730 565 26115
1731 963 724656
1732 1361 588612
1733 715 667628
1734 1569 116921
1735 1259 422211
1736 758 349132
1737 380 539024
1738 397 874240
1739 1521 430940
1740 1106 351630
1741 377 454831
1742 1712 529752
1743 1355 676940
1744 434 966206
1745 879 250151
1746 1700 498191
1747 1365 594604
1748 1345 632281
1749 1539 169461
1750 228 158117
1751 1671 744406
1752 1515 424626
1753 149 8814
1754 344 504828
1755 1154 562001
1756 1534 752690
1757 1283 875102
1758 1539 980900
1759 802 1874
1760 569 282792
1761 697 455776
1762 592 259535
1763 167 900488
1764 1244 828962
1765 585 157368
1766 1215 661619
1767 494 10678
1768 1610 701554
1769 1475 901461
1770 1305 975596
1771 1663 611893
1772 157 512996
1773 199 43430
1774 815 555388
1775 1658 473703
1776 979 330032
1777 102 135512
1778 1727 12560
1779 384 997732
1780 1175 622300
1781 352 861303
1782 79 89577
1783 1776 886514
1784 69 440526
1785 1079 30215
1786 302 284139
1787 1333 177111
1788 832 645453
1789 556 807380
1790 105 298547
1791 184 555370
1792 115 243263
1793 1410 734495
1794 1144 243233
1795 1477 130047
1796 189 403678
1797 1129 182153
1798 167 412384
1799 1179 800735
1800 752 889345
1801 1349 785383
1802 143 989408
1803 1697 486969
1804 605 699384
1805 328 835700
1806 736 608134
1807 1327 626508
1808 833 598302
1809 1067 623570
1810 431 609581
1811 1159 256121
1812 50 777669
1813 1738 539215
1814 1088 539644
1815 1633 42962
1816 1815 687250
1817 432 151526
1818 381 307188
1819 1014 827868
1820 468 965546
1821 339 520853
1822 305 87340
1823 145 457778
1824 1282 24715
1825 1092 76231
1826 645 867668
1827 23 163904
1828 1408 803328
1829 2 351740
1830 1761 559418
1831 453 804662
1832 1218 255748
1833 1428 956027
1834 188 111033
1835 571 602210
1836 1250 480165
1837 1126 682960
1838 901 270422
1839 824 285849
1840 721 254789
1841 239 445782
1842 107 210781
1843 703 800495
1844 1648 829154
