100000 100000
555 288 668186
556 467 808661
557 203 257275
558 316 69028
559 278 324403
560 72 690321
561 281 512099
562 74 551596
563 66 32063
564 477 529616
565 482 687114
566 3 249528
567 189 863433
568 485 659955
569 455 609341
570 385 261322
571 268 12625
572 268 609164
573 291 216857
574 168 606636
575 223 310050
576 383 336291
577 325 217910
578 468 408546
579 30 311801
580 42 169594
581 274 402125
582 481 374636
583 506 808496
584 71 153732
585 452 877948
586 548 728065
587 94 1386
588 124 193175
589 126 531771
590 75 275852
591 283 129470
592 541 696673
593 67 49084
594 187 113702
595 390 559731
596 555 876149
597 363 218768
598 435 260116
599 571 801725
600 502 477803
601 424 345251
602 456 602948
603 305 575799
604 5 81230
605 150 628635
606 64 982094
607 252 518280
608 214 138186
609 355 816687
610 130 928247
611 169 51534
612 513 370976
613 585 571531
614 589 330268
615 505 77642
616 22 85631
617 284 46640
618 62 285880
619 501 1051
620 235 762712
621 57 240543
622 382 420493
623 72 972626
624 583 326184
625 192 326917
626 157 682081
627 217 91529
628 330 681455
629 3 716850
630 81 69017
631 441 852495
632 269 733735
633 423 875928
634 105 554277
635 214 386723
636 285 539367
637 373 610848
638 383 418790
639 343 34888
640 623 889136
641 525 32107
642 408 256607
643 131 656975
644 529 335749
645 633 466135
646 258 684667
647 9 592116
648 572 250467
649 276 954367
650 188 377725
651 541 154434
652 122 1058
653 441 909653
654 400 381457
655 161 681172
656 643 306345
657 447 874512
658 241 385969
659 591 17363
660 585 938015
661 597 642835
662 72 318478
663 370 557434
664 281 735697
665 400 890039
666 664 885592
667 610 579568
668 636 326105
669 1 339200
670 443 950113
671 651 494505
672 631 766353
673 89 335759
674 59 416855
675 359 874039
676 294 352970
677 153 493901
678 570 784526
679 186 756742
680 296 112189
681 332 182700
682 76 207604
683 597 917133
684 546 767839
685 404 273972
686 621 793055
687 143 490759
688 128 170197
689 261 711728
690 608 212342
691 648 974623
692 414 135342
693 399 753109
694 576 552561
695 52 472794
696 256 189334
697 645 695233
698 144 417759
699 36 479700
700 682 868697
701 423 419900
702 127 554851
703 651 221158
704 198 769879
705 661 828449
706 460 551355
707 355 63882
708 586 787946
709 6 639267
710 379 359544
711 170 37958
712 663 283904
713 151 494869
714 176 345556
715 380 919964
716 479 244590
717 391 908707
718 210 766873
719 218 40839
720 100 95452
721 680 35323
722 195 188710
723 589 366206
724 507 432546
725 440 349864
726 216 150236
727 384 890021
728 516 637364
729 81 652153
730 463 875808
731 648 229874
732 400 944683
733 408 952542
734 240 784795
735 16 764658
736 434 895371
737 13 76108
738 677 415537
739 15 93439
740 380 480489
741 735 672875
742 477 863828
743 175 581214
744 182 980488
745 351 461
746 110 838186
747 132 9396
748 233 401618
749 661 10775
750 422 988021
751 534 99362
752 456 608116
753 638 175
754 735 650486
755 306 388086
756 159 85972
757 648 278049
758 94 656558
759 355 967341
760 199 125333
761 353 526044
762 47 747190
763 13 262738
764 207 13728
765 64 851571
766 110 81647
767 760 917842
768 705 159105
769 257 229766
770 424 560686
771 231 456916
772 383 711514
773 33 629159
774 109 626931
775 9 37820
776 688 597003
777 303 232132
778 357 615654
779 13 9351
780 494 317436
781 561 663832
782 746 328204
783 185 605197
784 689 48745
785 274 329603
786 562 969165
787 238 288790
788 76 554186
789 212 81453
790 655 30798
791 145 966082
792 684 715839
793 550 4696
794 144 725786
795 38 993576
796 639 391318
797 207 958656
798 433 271784
799 338 239533
800 380 915165
801 335 962662
802 753 872005
803 129 597711
804 379 685751
805 251 640010
806 295 831139
807 611 893404
808 168 837008
809 131 394821
810 494 428496
811 107 638719
812 774 78507
813 502 55685
814 89 193929
815 502 703522
816 455 380704
817 39 26126
818 600 433985
819 176 227954
820 149 335702
821 135 385339
822 132 506757
823 700 230170
824 296 693192
825 382 939262
826 287 46090
827 672 457851
828 2 691705
829 159 991238
830 802 841456
831 819 27429
832 716 877293
833 498 23923
834 437 226445
835 658 980068
836 9 636190
837 122 761691
838 296 644147
839 324 519415
840 426 649553
841 356 975376
842 213 553007
843 76 336591
844 801 979465
845 80 163047
846 60 55291
847 219 559431
848 334 793085
849 298 276564
850 325 351581
851 634 614379
852 575 138389
853 641 163421
854 845 400632
855 547 152577
856 170 657862
857 777 778531
858 387 77530
859 745 488282
860 453 475652
861 720 394266
862 156 390858
863 248 496229
864 20 569753
865 696 236175
866 541 62127
867 863 458160
868 502 742974
869 252 15755
870 354 337118
871 323 710141
872 778 328987
873 279 238550
874 720 120143
875 173 496214
876 272 927214
877 47 159440
878 742 876879
879 114 534717
880 503 461164
881 171 917020
882 751 137795
883 353 756509
884 524 513110
885 699 540725
886 174 973298
887 607 877909
888 172 255888
889 322 741504
890 1 875992
891 708 520880
892 364 644548
893 208 637628
894 618 852339
895 826 517113
896 574 459586
897 276 869496
898 129 325663
899 286 510852
900 586 430971
901 176 238055
902 671 818792
903 97 739255
904 399 265125
905 423 999765
906 63 234828
907 554 977025
908 200 717315
909 876 433505
910 612 819699
911 559 915859
912 855 417452
913 170 393015
914 207 444062
915 896 130942
916 627 471793
917 172 312003
918 754 1310
919 349 914319
920 447 532015
921 603 923902
922 223 951079
923 764 678921
924 166 31929
925 301 270750
926 27 95745
927 171 647262
928 252 4666
929 756 805366
930 166 976846
931 579 840110
932 911 821654
933 616 771926
934 284 203369
935 425 605749
936 115 633031
937 858 51281
938 57 946927
939 795 768854
940 216 358977
941 883 346833
942 365 742563
943 802 516972
944 701 67073
945 465 195955
946 753 291347
947 943 8908
948 492 704528
949 93 452315
950 124 499781
951 715 675983
952 759 104064
953 199 233272
954 130 457463
955 309 546196
956 311 41728
957 544 820215
958 636 403473
959 562 531518
960 659 175875
961 305 30815
962 314 796241
963 116 96573
964 563 853258
965 435 925016
966 566 639653
967 660 2202
968 223 844612
969 577 827409
970 910 753950
971 124 151216
972 211 782983
973 406 96318
974 434 824967
975 496 689703
976 141 388012
977 5 984414
978 473 276590
979 264 201371
980 716 146224
981 66 515590
982 535 243735
983 69 562295
984 537 785967
985 223 423123
986 601 763306
987 762 851944
988 472 578471
989 294 765446
990 585 608801
991 748 920630
992 840 175665
993 83 213767
994 930 986028
995 991 131157
996 828 57875
997 362 950830
998 201 713592
999 824 422659
1000 116 902826
1001 781 555826
1002 904 936471
1003 202 245122
1004 604 905087
1005 919 434730
1006 112 465715
1007 200 543402
1008 46 260402
1009 528 642688
1010 637 721360
1011 405 411384
1012 582 453294
1013 730 113547
1014 356 875337
1015 139 182796
1016 605 898337
1017 725 476997
1018 371 179094
1019 179 866100
1020 699 249037
1021 741 114418
1022 175 172540
1023 299 388833
1024 221 964042
1025 225 712075
1026 402 321717
1027 522 980987
1028 1010 2023
1029 641 941895
1030 539 147089
1031 192 204578
1032 37 896015
1033 758 396584
1034 313 920044
1035 605 191992
1036 343 596216
1037 705 916535
1038 323 996932
1039 1008 234400
1040 895 853240
1041 906 162726
1042 320 618988
1043 343 466317
1044 1041 270949
1045 244 47425
1046 125 565605
1047 16 496167
1048 788 449928
1049 262 569431
1050 783 188137
1051 922 571755
1052 382 584182
1053 830 585810
1054 564 310009
1055 252 574790
1056 268 315739
1057 139 854555
1058 816 397579
1059 901 72088
1060 723 761786
1061 812 119269
1062 345 371514
1063 637 338065
1064 666 24536
1065 911 707763
1066 144 185268
1067 314 513375
1068 724 284159
1069 641 383266
1070 494 952098
1071 5 757414
1072 56 211922
1073 16 202562
1074 91 965542
1075 923 310731
1076 480 910512
1077 319 603774
1078 982 561785
1079 980 136169
1080 134 365685
1081 524 831696
1082 439 156153
1083 79 836753
1084 345 476959
1085 311 34477
1086 946 694425
1087 508 696891
1088 562 436561
1089 444 548550
1090 638 206804
1091 220 162133
1092 994 805631
1093 146 432044
1094 643 224096
1095 647 986439
1096 445 444848
1097 95 140731
1098 1052 679557
1099 840 557662
1100 917 230206
1101 38 585570
1102 1035 900379
1103 1000 863680
1104 491 214616
1105 837 255392
1106 869 304212
1107 693 55086
1108 104 699782
1109 1094 509961
1110 926 571694
1111 329 30008
1112 350 830885
1113 339 650244
1114 320 180926
1115 111 183307
1116 253 316394
1117 956 884816
1118 343 84040
1119 503 586414
1120 181 193427
1121 77 720073
1122 30 292033
1123 293 640184
1124 512 262288
1125 244 432043
1126 1083 646543
1127 167 399577
1128 926 149141
1129 452 504220
1130 46 290428
1131 136 290252
1132 610 972754
1133 591 856296
1134 83 439914
1135 443 871799
1136 722 800865
1137 847 163682
1138 741 367029
1139 42 601064
1140 1057 954009
1141 618 12352
1142 674 527860
1143 1014 110682
1144 1070 494451
1145 325 39769
1146 913 335130
1147 300 908050
1148 581 21439
1149 781 881027
1150 556 723405
1151 425 127395
1152 1129 861048
1153 133 133519
1154 304 94942
1155 174 890096
1156 137 800391
1157 119 198557
1158 237 830727
1159 840 521602
1160 350 956842
1161 371 626407
1162 378 407742
1163 366 116206
1164 494 815153
1165 824 406883
1166 997 266409
1167 366 579178
1168 474 825354
1169 952 871883
1170 545 963629
1171 658 518300
1172 836 180777
1173 776 608622
1174 129 542445
1175 387 853031
1176 1036 691593
1177 93 307609
1178 1097 530245
1179 610 44866
1180 1047 937397
1181 909 400305
1182 577 986026
1183 645 363964
1184 988 208530
1185 1159 280729
1186 689 514176
1187 786 452530
1188 1081 515884
1189 235 222806
1190 205 191373
1191 267 73966
1192 322 587977
1193 774 15004
1194 672 321739
1195 605 496321
1196 167 544321
1197 314 495644
1198 111 392460
1199 169 374428
1200 764 128157
1201 356 289499
1202 580 970536
1203 484 337284
1204 461 319530
1205 538 61098
1206 235 668630
1207 1093 426572
1208 330 549340
1209 935 891179
1210 425 50499
1211 979 646565
1212 91 800476
1213 256 641517
1214 380 34518
1215 947 310276
1216 615 187452
1217 478 321359
1218 753 858154
1219 966 160757
1220 982 251435
1221 987 204937
1222 917 389621
1223 1026 176670
1224 462 622138
1225 312 810038
1226 237 971698
1227 574 267456
1228 650 147865
1229 68 481460
1230 1157 441268
1231 615 861409
1232 118 907861
1233 863 819410
1234 566 874112
1235 21 460048
1236 579 718373
1237 781 561962
1238 529 845548
1239 677 563305
1240 755 839182
1241 95 140322
1242 723 862648
1243 1031 99405
1244 1018 833100
1245 1188 709247
1246 35 405303
1247 321 935791
1248 1211 786125
1249 1088 111880
1250 392 251718
1251 779 818486
1252 1144 269615
1253 1092 594435
1254 1022 151782
1255 75 99200
1256 651 47433
1257 761 834547
1258 39 163649
1259 865 953297
1260 561 63870
1261 895 303819
1262 752 782253
1263 677 298686
1264 14 511161
1265 197 261316
1266 1048 15196
1267 760 732968
1268 408 492953
1269 626 916324
1270 1018 1492
1271 873 668401
1272 1101 771395
1273 379 508061
1274 14 985953
1275 807 448143
1276 898 640251
1277 581 518994
1278 1010 507922
1279 952 507231
1280 90 260948
1281 738 298311
1282 889 881051
1283 506 77305
1284 170 391383
1285 996 51441
1286 372 41855
1287 215 474503
1288 679 255492
1289 907 264644
1290 74 960271
1291 1018 291266
1292 607 497450
1293 632 539375
1294 211 176995
1295 325 540804
1296 569 364206
1297 267 746789
1298 974 386744
1299 933 135611
1300 31 850424
1301 803 203705
1302 38 939596
1303 443 705527
1304 93 693473
1305 754 952882
1306 823 715659
1307 832 770615
1308 1029 87111
1309 1281 734831
1310 757 389297
1311 294 251102
1312 641 631100
1313 1122 515110
1314 858 338334
1315 517 828674
1316 1068 386827
1317 782 597387
1318 1231 226936
1319 1047 37860
1320 959 789434
1321 302 574150
1322 365 751241
1323 1268 234552
1324 1291 687456
1325 402 135159
1326 1004 761367
1327 1042 862957
1328 704 900502
1329 867 443014
1330 1221 577843
1331 937 943944
1332 987 304064
1333 351 291091
1334 335 360595
1335 656 967758
1336 661 319691
1337 115 687824
1338 49 919374
1339 363 941985
1340 1311 408108
1341 415 716284
1342 536 496107
1343 1114 594645
1344 472 473658
1345 986 151794
1346 97 309344
1347 538 532521
1348 1228 153420
1349 51 177109
1350 1106 668912
1351 966 180394
1352 1347 203124
1353 50 608589
1354 1325 306944
1355 96 762029
1356 1117 144068
1357 1228 400878
1358 323 573903
1359 34 553133
1360 540 549531
1361 767 131764
1362 863 317016
1363 922 504984
1364 349 520598
1365 468 984448
1366 657 343309
1367 6 210816
1368 1048 65763
1369 604 217984
1370 686 886329
1371 984 604109
1372 685 491027
1373 1066 703274
1374 224 33211
1375 607 145193
1376 968 477685
1377 1213 474318
1378 412 973944
1379 873 781486
1380 303 694096
1381 965 716755
1382 1281 963478
1383 788 132891
1384 605 779677
1385 314 918298
1386 506 363589
1387 1116 212754
1388 923 76448
1389 151 435896
1390 927 205137
1391 1358 725103
1392 1322 374396
1393 1372 510224
1394 399 727777
1395 381 875585
1396 1244 573994
1397 1127 491980
1398 1338 36260
1399 782 599415
1400 1116 8448
1401 912 481941
1402 349 72821
1403 1116 743003
1404 973 159777
1405 1082 775278
1406 18 276337
1407 318 564086
1408 1261 732503
1409 517 31776
1410 535 882370
1411 950 398503
1412 1246 499698
1413 782 26537
1414 136 64407
1415 1009 351892
1416 1044 660014
1417 745 961242
1418 147 561230
1419 1084 398454
1420 866 399493
1421 1043 602271
1422 923 706814
1423 1140 842913
1424 156 273368
1425 1328 899595
1426 1262 298399
1427 1413 644803
1428 141 221282
1429 1004 850404
1430 692 297290
1431 316 874894
1432 810 68832
1433 831 722842
1434 813 573082
1435 617 383771
1436 296 327730
1437 205 681107
1438 1206 185100
1439 475 990211
1440 683 431411
1441 46 130556
1442 232 220606
1443 1382 44257
1444 503 446697
1445 1132 760280
1446 1139 613307
1447 33 250346
1448 585 504012
1449 659 344903
1450 1272 610833
1451 1223 82371
1452 243 231065
1453 629 489457
1454 144 320199
1455 1337 390982
1456 434 885824
1457 1441 997770
1458 896 296895
1459 172 64669
1460 1077 969389
1461 488 36633
1462 166 976472
1463 524 297537
1464 67 260164
1465 1151 73928
1466 404 887463
1467 1210 325910
1468 628 952478
1469 246 51042
1470 114 295033
1471 1384 540637
1472 49 963560
1473 1126 803637
1474 1127 613135
1475 87 36749
1476 850 209604
1477 49 197922
1478 605 876711
1479 339 699262
1480 1145 654249
1481 261 40574
1482 193 962190
1483 1240 176590
1484 1265 698201
1485 1324 220047
1486 325 186007
1487 337 206793
1488 329 331792
1489 253 442724
1490 608 911438
1491 634 560152
1492 590 585556
1493 1262 339820
1494 791 769884
1495 76 115492
1496 1204 844974
1497 425 482195
1498 1129 555252
1499 1043 754534
1500 1383 402768
1501 80 279389
1502 1094 251614
1503 881 254691
1504 977 45666
1505 294 44682
1506 1443 209589
1507 1494 110847
1508 1495 879259
1509 107 290114
1510 1364 6100
1511 245 105977
1512 1248 594374
1513 180 174588
1514 301 279660
1515 1060 919429
1516 944 903701
1517 1294 303904
1518 892 234054
1519 258 255071
1520 581 288712
1521 505 753173
1522 726 937290
1523 236 326148
1524 1059 831038
1525 1482 498393
1526 1337 538218
1527 563 204561
1528 921 708892
1529 989 282216
1530 1108 824622
1531 6 187329
1532 395 433165
1533 564 399988
1534 970 566178
1535 1127 463289
1536 841 987515
1537 334 385892
1538 816 596833
1539 756 257703
1540 1213 328301
1541 907 781358
1542 552 876815
1543 584 999109
1544 379 365066
1545 76 574257
1546 1432 515671
1547 1500 434361
1548 1261 285521
1549 812 648758
1550 1101 38462
1551 346 739290
1552 1347 844859
1553 1438 983483
1554 1309 837221
1555 535 385912
1556 971 29983
1557 925 548390
1558 1200 153187
1559 580 8856
1560 1235 861525
1561 384 740643
1562 44 377401
1563 317 875087
1564 419 558406
1565 880 30971
1566 1093 152241
1567 581 139195
1568 1359 895442
1569 374 471494
1570 702 396566
1571 706 930886
1572 404 24674
1573 151 849698
1574 431 543125
1575 1455 245168
1576 476 958016
1577 482 330900
1578 625 193516
1579 192 514690
1580 299 246181
1581 1152 348788
1582 1253 348624
1583 1099 428225
1584 962 643364
1585 70 9430
1586 699 757123
1587 491 982829
1588 304 935942
1589 1298 508712
1590 774 691078
1591 1459 432770
1592 1293 256040
1593 1270 500862
1594 1025 486007
1595 379 717828
1596 215 593914
1597 515 163313
1598 842 103653
1599 161 702954
1600 995 7606
1601 1536 303297
1602 389 685402
1603 157 579229
1604 309 118651
1605 1596 616760
1606 640 358171
1607 530 975173
1608 720 329551
1609 386 580117
1610 930 40640
1611 1236 96800
1612 190 913614
1613 1072 609795
1614 1368 368000
1615 1284 764282
1616 1533 57835
1617 522 173038
1618 600 870055
1619 152 364579
1620 872 356557
1621 291 831136
1622 460 63572
1623 1345 845289
1624 814 831398
1625 61 241382
1626 788 272404
1627 268 22943
1628 1109 114645
1629 1361 203283
1630 339 461836
1631 207 890954
1632 721 67846
1633 23 779259
1634 1005 332608
1635 573 959308
1636 59 674231
1637 36 403891
1638 724 629456
1639 1195 647275
1640 297 707287
1641 737 332890
1642 914 226838
1643 108 165706
1644 924 21272
1645 997 856830
1646 633 369257
1647 677 35482
1648 452 328125
1649 1396 924058
1650 1314 991280
1651 265 866248
1652 542 190160
1653 1438 919664
1654 119 552020
1655 17 796820
1656 983 455595
1657 365 755347
1658 414 518245
1659 930 56617
1660 885 839096
1661 219 538975
1662 850 693933
1663 1370 678158
1664 195 421899
1665 359 199141
1666 1336 1931
1667 1090 111393
1668 1395 851877
1669 1608 528057
1670 1064 597994
1671 528 695905
1672 1105 487289
1673 803 285075
1674 337 405007
1675 624 577752
1676 877 771490
1677 1275 968806
1678 1335 723886
1679 1317 3831
1680 76 765529
1681 1324 75315
1682 210 301063
1683 1169 475901
1684 502 734114
1685 1622 589539
1686 1190 361537
1687 1140 934751
1688 995 253046
1689 1594 887061
1690 884 77869
1691 113 418506
1692 1297 97891
1693 227 831131
1694 1534 550625
1695 552 483912
1696 160 586989
1697 218 599963
1698 857 778636
1699 1264 557342
1700 1478 628877
1701 581 393913
1702 1567 948676
1703 671 355590
1704 363 64840
1705 402 376125
1706 418 223814
1707 306 508417
1708 1658 181940
1709 1076 176184
1710 1479 207213
1711 1665 81420
1712 816 252025
1713 1334 198603
1714 1073 789949
1715 761 576113
1716 770 935529
1717 457 925590
1718 112 815040
1719 719 602276
1720 1207 556532
1721 440 22587
1722 1707 773029
1723 905 134753
1724 1354 903254
1725 236 720235
1726 1243 487383
1727 1308 937370
1728 362 999388
1729 741 286418
1730 1307 440973
1731 933 724513
1732 567 348907
1733 558 777056
1734 745 963984
1735 1221 76529
1736 305 874083
1737 1395 817212
1738 395 662821
1739 1375 151135
1740 26 779252
1741 1249 192892
1742 1412 189375
1743 768 522392
1744 284 298938
1745 730 527153
1746 1177 704044
1747 345 632762
1748 121 934470
1749 1589 765952
1750 1610 821851
1751 1730 935320
1752 1283 457946
1753 691 375748
1754 821 220847
1755 1188 686840
1756 1141 914602
1757 488 299436
1758 818 42697
1759 162 841793
1760 1519 663341
1761 146 114247
1762 1040 136962
1763 1370 969389
1764 83 705880
1765 972 486236
1766 890 577819
1767 1357 256367
1768 1264 174086
1769 946 672882
1770 637 675347
1771 183 427734
1772 733 272156
1773 206 726628
1774 1740 581701
1775 1602 205541
1776 68 453717
1777 523 645128
1778 547 615850
1779 1660 178462
1780 623 866208
1781 1017 365811
1782 1252 86252
1783 1731 512494
1784 1195 770642
1785 1583 687972
1786 1360 577799
1787 294 68639
1788 1356 359227
1789 838 713862
1790 841 396390
1791 855 218671
1792 28 271893
1793 758 957136
1794 36 511017
1795 1603 242175
1796 834 316646
1797 865 853954
1798 1623 746513
1799 493 179585
1800 821 68173
1801 1156 512197
1802 488 499613
1803 442 528629
1804 889 925157
1805 951 832469
1806 741 194597
1807 897 204356
1808 885 431288
1809 579 386935
1810 30 329792
1811 522 319528
1812 1802 269798
1813 49 565685
1814 690 56279
1815 981 566168
1816 1053 129176
1817 1389 803126
1818 862 175552
1819 788 520331
1820 159 606948
1821 580 454958
1822 698 403938
1823 1313 784385
1824 429 337155
1825 375 293882
1826 146 349484
1827 969 829734
1828 1309 819594
1829 458 151944
1830 17 657038
1831 1073 33027
1832 18 829179
1833 1392 447706
1834 1101 200609
1835 316 138142
1836 1672 320835
1837 783 125452
1838 1126 252411
1839 896 592702
1840 649 630211
1841 903 772863
1842 819 16343
1843 1616 598975
1844 630 30718
1845 1394 228160
1846 1312 985381
